Molecule Name,Molecule ChEMBL ID,Target ChEMBL ID,Target Name,Activity ID,Assay ChEMBL ID,Standard Type,Standard Value,Standard Units,Reference
FELODIPINE,CHEMBL1480,CHEMBL372,Homo sapiens,17805382,CHEMBL3889321,Cmax,7.0,nM,CHEMBL3832551
FELODIPINE,CHEMBL1480,CHEMBL372,Homo sapiens,17805385,CHEMBL3889321,Cmax,23.0,nM,CHEMBL3832551
FELODIPINE,CHEMBL1480,CHEMBL372,Homo sapiens,17805388,CHEMBL3889322,Cmax,20.0,nM,CHEMBL3832551
FENOFIBRATE,CHEMBL672,CHEMBL373,Canis familiaris,2649289,CHEMBL1024303,Cmax,15000.0,nM,CHEMBL1158459
FENOFIBRATE,CHEMBL672,CHEMBL372,Homo sapiens,18052136,CHEMBL4011675,Cmax,12139.0,nM,CHEMBL4011582
FENTANYL,CHEMBL596,CHEMBL372,Homo sapiens,17805803,CHEMBL3889365,Cmax,2.526,nM,CHEMBL3832038
FENTANYL,CHEMBL596,CHEMBL372,Homo sapiens,17805805,CHEMBL3889365,Cmax,5.112,nM,CHEMBL3832038
FENTANYL,CHEMBL596,CHEMBL372,Homo sapiens,17805806,CHEMBL3889365,Cmax,6.895,nM,CHEMBL3832038
FENTANYL,CHEMBL596,CHEMBL372,Homo sapiens,17805809,CHEMBL3889365,Cmax,9.986,nM,CHEMBL3832038
FENTANYL,CHEMBL596,CHEMBL372,Homo sapiens,17805818,CHEMBL3889394,Cmax,1.783,nM,CHEMBL3832072
FENTANYL,CHEMBL596,CHEMBL372,Homo sapiens,17805819,CHEMBL3889394,Cmax,4.161,nM,CHEMBL3832072
FENTANYL,CHEMBL596,CHEMBL372,Homo sapiens,17805821,CHEMBL3889394,Cmax,5.052,nM,CHEMBL3832072
FENTANYL,CHEMBL596,CHEMBL372,Homo sapiens,17805824,CHEMBL3889394,Cmax,7.43,nM,CHEMBL3832072
FENTANYL,CHEMBL596,CHEMBL612558,ADMET,18920993,CHEMBL4323417,Cmax,4.0,nM,CHEMBL4321821
FENTANYL,CHEMBL596,CHEMBL612558,ADMET,18920995,CHEMBL4323422,Cmax,2.0,nM,CHEMBL4321821
FIDAXOMICIN,CHEMBL1255800,CHEMBL612563,Syrian golden hamster,3547002,CHEMBL1282933,Cmax,25.05,nM,CHEMBL1275538
FILGOTINIB,CHEMBL3301607,CHEMBL376,Rattus norvegicus,15116646,CHEMBL3382123,Cmax,3306.62,nM,CHEMBL3351789
FILGOTINIB,CHEMBL3301607,CHEMBL376,Rattus norvegicus,15116649,CHEMBL3382124,Cmax,728.54,nM,CHEMBL3351789
FILGOTINIB,CHEMBL3301607,CHEMBL373,Canis familiaris,15116667,CHEMBL3382134,Cmax,2686.19,nM,CHEMBL3351789
FILGOTINIB,CHEMBL3301607,CHEMBL373,Canis familiaris,15116668,CHEMBL3382135,Cmax,4246.67,nM,CHEMBL3351789
FINASTERIDE,CHEMBL710,CHEMBL612558,ADMET,15454252,CHEMBL3528221,Cmax,1300.0,nM,CHEMBL3525971
FINASTERIDE,CHEMBL710,CHEMBL612558,ADMET,15454253,CHEMBL3528222,Cmax,2000.0,nM,CHEMBL3525971
FINASTERIDE,CHEMBL710,CHEMBL612558,ADMET,15454254,CHEMBL3528223,Cmax,500.0,nM,CHEMBL3525971
FINASTERIDE,CHEMBL710,CHEMBL613488,Sus scrofa,15454306,CHEMBL3528125,Cmax,2600.0,nM,CHEMBL3525971
FINASTERIDE,CHEMBL710,CHEMBL613488,Sus scrofa,15454307,CHEMBL3528126,Cmax,1000.0,nM,CHEMBL3525971
FINASTERIDE,CHEMBL710,CHEMBL613488,Sus scrofa,15454308,CHEMBL3528127,Cmax,600.0,nM,CHEMBL3525971
FINASTERIDE,CHEMBL710,CHEMBL613488,Sus scrofa,15454309,CHEMBL3528128,Cmax,3100.0,nM,CHEMBL3525971
FINASTERIDE,CHEMBL710,CHEMBL613488,Sus scrofa,15454310,CHEMBL3528129,Cmax,1400.0,nM,CHEMBL3525971
FINASTERIDE,CHEMBL710,CHEMBL613488,Sus scrofa,15454311,CHEMBL3528130,Cmax,1200.0,nM,CHEMBL3525971
FINASTERIDE,CHEMBL710,CHEMBL372,Homo sapiens,18052117,CHEMBL4011675,Cmax,99.0,nM,CHEMBL4011582
FINASTERIDE,CHEMBL710,CHEMBL376,Rattus norvegicus,18270221,CHEMBL4058438,Cmax,0.00419,ug.mL-1,CHEMBL4052802
FINGOLIMOD,CHEMBL314854,CHEMBL376,Rattus norvegicus,15049478,CHEMBL3369315,Cmax,110.58,nM,CHEMBL3351694
FINGOLIMOD,CHEMBL314854,CHEMBL376,Rattus norvegicus,15064848,CHEMBL3366175,Cmax,42.93,nM,CHEMBL3352708
FLUDARABINE,CHEMBL1568,CHEMBL613564,Brain,15449426,CHEMBL3529200,Cmax,801.0,ng/g,CHEMBL3526052
FLUDARABINE,CHEMBL1568,CHEMBL613564,Brain,15449427,CHEMBL3529199,Cmax,6050.0,ng/g,CHEMBL3526052
FLUMAZENIL,CHEMBL407,CHEMBL372,Homo sapiens,18052118,CHEMBL4011675,Cmax,1120.0,nM,CHEMBL4011582
FLUOROURACIL,CHEMBL185,CHEMBL375,Mus musculus,6261762,CHEMBL1798397,Cmax,326337638.38,nM,CHEMBL1795218
FLUOROURACIL,CHEMBL185,CHEMBL376,Rattus norvegicus,18368156,CHEMBL4143106,Cmax,29266.61,nM,CHEMBL4138213
FLURBIPROFEN,CHEMBL563,CHEMBL612558,ADMET,1605959,CHEMBL884629,Cmax,49.1,ug.mL-1,CHEMBL1141070
FLURBIPROFEN,CHEMBL563,CHEMBL612558,ADMET,1605960,CHEMBL880454,Cmax,9.1,ug.mL-1,CHEMBL1141070
FLURBIPROFEN,CHEMBL563,CHEMBL612558,ADMET,25601526,CHEMBL5358777,Cmax,29.6,ug.mL-1,CHEMBL5356989
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534135,CHEMBL3790459,Cmax,193.33,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534143,CHEMBL3790464,Cmax,3873.86,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534153,CHEMBL3790477,Cmax,75.67,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534161,CHEMBL3790752,Cmax,3500.96,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534171,CHEMBL3790762,Cmax,148.44,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534179,CHEMBL3790770,Cmax,3265.63,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534764,CHEMBL3788224,Cmax,159.3,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534772,CHEMBL3788232,Cmax,3164.26,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534782,CHEMBL3788485,Cmax,293.26,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,16534791,CHEMBL3788494,Cmax,3146.16,nM,CHEMBL3784969
FLUTAMIDE,CHEMBL806,CHEMBL372,Homo sapiens,18052161,CHEMBL4011675,Cmax,362.0,nM,CHEMBL4011582
FOLIC ACID,CHEMBL1622,CHEMBL372,Homo sapiens,18052119,CHEMBL4011675,Cmax,135.0,nM,CHEMBL4011582
FULVESTRANT,CHEMBL1358,CHEMBL612558,ADMET,19432489,CHEMBL4429361,Cmax,0.0152,ug.mL-1,CHEMBL4428065
FUROSEMIDE,CHEMBL35,CHEMBL372,Homo sapiens,18052138,CHEMBL4011675,Cmax,18100.0,nM,CHEMBL4011582
FUSIDIC ACID,CHEMBL374975,CHEMBL613424,Plasma,5306502,CHEMBL1696172,Cmax,58058.52,nM,CHEMBL1687729
GEFITINIB,CHEMBL939,CHEMBL375,Mus musculus,1768025,CHEMBL856944,Cmax,8100.0,nM,CHEMBL1149481
GEFITINIB,CHEMBL939,CHEMBL375,Mus musculus,1768026,CHEMBL856945,Cmax,6700.0,nM,CHEMBL1149481
GEFITINIB,CHEMBL939,CHEMBL376,Rattus norvegicus,18042268,CHEMBL4010066,Cmax,2691.82,nM,CHEMBL4007452
GEFITINIB,CHEMBL939,CHEMBL376,Rattus norvegicus,18042294,CHEMBL4010053,Cmax,1390.21,nM,CHEMBL4007452
GEFITINIB,CHEMBL939,CHEMBL372,Homo sapiens,18052139,CHEMBL4011675,Cmax,356.0,nM,CHEMBL4011582
GEMCITABINE,CHEMBL888,CHEMBL376,Rattus norvegicus,18229217,CHEMBL4049748,Cmax,5028875.38,nM,CHEMBL4049387
GEMCITABINE,CHEMBL888,CHEMBL376,Rattus norvegicus,18229218,CHEMBL4049747,Cmax,27009878.42,nM,CHEMBL4049387
GLYBURIDE,CHEMBL472,CHEMBL612558,ADMET,378754,CHEMBL766812,Cmax,215.0,nM,CHEMBL1145124
GLYBURIDE,CHEMBL472,CHEMBL376,Rattus norvegicus,15461089,CHEMBL3530203,Cmax,708.49,nM,CHEMBL3525979
GLYBURIDE,CHEMBL472,CHEMBL376,Rattus norvegicus,15461090,CHEMBL3528137,Cmax,2530.31,nM,CHEMBL3525979
GLYBURIDE,CHEMBL472,CHEMBL376,Rattus norvegicus,15461091,CHEMBL3530204,Cmax,506.06,nM,CHEMBL3525979
GLYBURIDE,CHEMBL472,CHEMBL372,Homo sapiens,18052104,CHEMBL4011675,Cmax,210.0,nM,CHEMBL4011582
GREPAFLOXACIN,CHEMBL583,CHEMBL612558,ADMET,19051738,CHEMBL4354995,Cmax,3895.38,nM,CHEMBL4354782
GRISEOFULVIN,CHEMBL562,CHEMBL372,Homo sapiens,17806004,CHEMBL3889405,Cmax,1702.53,nM,CHEMBL3832068
GRISEOFULVIN,CHEMBL562,CHEMBL372,Homo sapiens,17806009,CHEMBL3889405,Cmax,1906.62,nM,CHEMBL3832068
GUAIFENESIN,CHEMBL980,CHEMBL375,Mus musculus,13345406,CHEMBL2396360,Cmax,526.0,nM,CHEMBL2390886
GUAIFENESIN,CHEMBL980,CHEMBL375,Mus musculus,13345408,CHEMBL2396361,Cmax,5283.0,nM,CHEMBL2390886
HYDRALAZINE,CHEMBL276832,CHEMBL612558,ADMET,19342737,CHEMBL4420029,Cmax,2500.0,nM,CHEMBL4419179
,CHEMBL140,CHEMBL372,Homo sapiens,16473268,CHEMBL3768840,Cmax,6243.38,nM,CHEMBL3763013
,CHEMBL140,CHEMBL372,Homo sapiens,16473269,CHEMBL3768841,Cmax,4696.11,nM,CHEMBL3763013
,CHEMBL140,CHEMBL375,Mus musculus,18033963,CHEMBL4008103,Cmax,60.0,nM,CHEMBL4007395
,CHEMBL140,CHEMBL372,Homo sapiens,18033964,CHEMBL4008104,Cmax,156.36,nM,CHEMBL4007395
,CHEMBL140,CHEMBL375,Mus musculus,18484154,CHEMBL4185623,Cmax,27000.0,nM,CHEMBL4184147
,CHEMBL140,CHEMBL375,Mus musculus,18484166,CHEMBL4185619,Cmax,81000.0,nM,CHEMBL4184147
,CHEMBL140,CHEMBL612558,ADMET,19137475,CHEMBL4375885,Cmax,1770.0,nM,CHEMBL4373716
,CHEMBL140,CHEMBL612558,ADMET,19305287,CHEMBL4414704,Cmax,106100.0,nM,CHEMBL4414545
,CHEMBL140,CHEMBL612558,ADMET,19305288,CHEMBL4414705,Cmax,5900.0,nM,CHEMBL4414545
,CHEMBL140,CHEMBL612558,ADMET,25031315,CHEMBL5241806,Cmax,6.379,nM,CHEMBL5241076
HYDROMORPHONE,CHEMBL398707,CHEMBL612558,ADMET,18920991,CHEMBL4323412,Cmax,40.0,nM,CHEMBL4321821
HYDROXYCHLOROQUINE,CHEMBL1535,CHEMBL372,Homo sapiens,5155767,CHEMBL1661721,Cmax,1220.0,nM,CHEMBL1649152
HYDROXYCHLOROQUINE,CHEMBL1535,CHEMBL372,Homo sapiens,5155774,CHEMBL1661728,Cmax,60.0,nM,CHEMBL1649152
HYDROXYCHLOROQUINE,CHEMBL1535,CHEMBL372,Homo sapiens,5155781,CHEMBL1661844,Cmax,360.0,nM,CHEMBL1649152
HYDROXYCHLOROQUINE,CHEMBL1535,CHEMBL372,Homo sapiens,15234217,CHEMBL3424545,Cmax,7000.0,nM,CHEMBL3421580
IBRUTINIB,CHEMBL1873475,CHEMBL376,Rattus norvegicus,18502805,CHEMBL4189655,Cmax,88.53,nM,CHEMBL4184325
IBRUTINIB,CHEMBL1873475,CHEMBL612558,ADMET,22897082,CHEMBL4730743,Cmax,55.3,nM,CHEMBL4725429
IBRUTINIB,CHEMBL1873475,CHEMBL612558,ADMET,22897113,CHEMBL4730757,Cmax,340.51,nM,CHEMBL4725429
IBUPROFEN,CHEMBL521,CHEMBL613561,Blood,14735267,CHEMBL3295757,Cmax,0.02843,ug.mL-1,CHEMBL3286298
IBUPROFEN,CHEMBL521,CHEMBL613564,Brain,14735287,CHEMBL3295765,Cmax,10.68,ug/g,CHEMBL3286298
IBUPROFEN,CHEMBL521,CHEMBL376,Rattus norvegicus,18436856,CHEMBL4156380,Cmax,5.7,ug.mL-1,CHEMBL4152331
IBUPROFEN,CHEMBL521,CHEMBL612558,ADMET,24987679,CHEMBL5228652,Cmax,10681.0,ug/g,CHEMBL5226339
IBUPROFEN,CHEMBL521,CHEMBL612558,ADMET,25559248,CHEMBL5347966,Cmax,80200.0,nM,CHEMBL5346886
IBUPROFEN,CHEMBL521,CHEMBL612558,ADMET,25559260,CHEMBL5347972,Cmax,41800.0,nM,CHEMBL5346886
IDELALISIB,CHEMBL2216870,CHEMBL376,Rattus norvegicus,18578222,CHEMBL4222378,Cmax,310.52,nM,CHEMBL4219144
IDELALISIB,CHEMBL2216870,CHEMBL612558,ADMET,19174555,CHEMBL4385728,Cmax,5577.35,nM,CHEMBL4385593
IDELALISIB,CHEMBL2216870,CHEMBL612558,ADMET,22852880,CHEMBL4724059,Cmax,6980.0,nM,CHEMBL4715876
IDELALISIB,CHEMBL2216870,CHEMBL612558,ADMET,22853066,CHEMBL4724165,Cmax,3460.0,nM,CHEMBL4715876
IDELALISIB,CHEMBL2216870,CHEMBL612558,ADMET,22853071,CHEMBL4724170,Cmax,310.0,nM,CHEMBL4715876
IDELALISIB,CHEMBL2216870,CHEMBL612558,ADMET,22853076,CHEMBL4724175,Cmax,500.0,nM,CHEMBL4715876
IDELALISIB,CHEMBL2216870,CHEMBL612558,ADMET,23280068,CHEMBL4836880,Cmax,127.63,nM,CHEMBL4834477
IMATINIB,CHEMBL941,CHEMBL372,Homo sapiens,3396462,CHEMBL1221080,Cmax,2000.0,nM,CHEMBL1212712
IMATINIB,CHEMBL941,CHEMBL372,Homo sapiens,12636119,CHEMBL2320296,Cmax,3650.0,nM,CHEMBL2311273
IMATINIB,CHEMBL941,CHEMBL372,Homo sapiens,18052162,CHEMBL4011675,Cmax,7090.0,nM,CHEMBL4011582
IMATINIB,CHEMBL941,CHEMBL376,Rattus norvegicus,18655001,CHEMBL4231049,Cmax,1076.33,nM,CHEMBL4229344
IMATINIB,CHEMBL941,CHEMBL376,Rattus norvegicus,18655017,CHEMBL4231043,Cmax,1108.14,nM,CHEMBL4229344
IMATINIB,CHEMBL941,CHEMBL612558,ADMET,25003245,CHEMBL5233741,Cmax,3.849,nM,CHEMBL5233219
IMATINIB,CHEMBL941,CHEMBL612558,ADMET,25003246,CHEMBL5233742,Cmax,2183.87,nM,CHEMBL5233219
IMATINIB,CHEMBL941,CHEMBL612558,ADMET,25003247,CHEMBL5233743,Cmax,1865.81,nM,CHEMBL5233219
IMIPENEM,CHEMBL148,CHEMBL375,Mus musculus,3454714,CHEMBL1246250,Cmax,77668.28,nM,CHEMBL1240392
IMIPENEM,CHEMBL148,CHEMBL374,Oryctolagus cuniculus,3454715,CHEMBL1246246,Cmax,84683.48,nM,CHEMBL1240392
IMIPENEM,CHEMBL148,CHEMBL613615,Blood,3494298,CHEMBL1263129,Cmax,180056.79,nM,CHEMBL1255274
IMIPENEM,CHEMBL148,CHEMBL612558,ADMET,3494299,CHEMBL1263130,Cmax,173041.59,nM,CHEMBL1255274
IMIPENEM,CHEMBL148,CHEMBL372,Homo sapiens,5092147,CHEMBL1634391,Cmax,22047.77,nM,CHEMBL1629629
IMIPRAMINE,CHEMBL11,CHEMBL372,Homo sapiens,12064131,CHEMBL2154113,Cmax,710.0,nM,CHEMBL2150997
INDOCYANINE GREEN,CHEMBL1646,CHEMBL612558,ADMET,24791745,CHEMBL5132711,Cmax,57.6,nM,CHEMBL5131392
INDOMETHACIN,CHEMBL6,CHEMBL376,Rattus norvegicus,15048984,CHEMBL3379859,Cmax,29011.43,nM,CHEMBL3352436
INDOMETHACIN,CHEMBL6,CHEMBL372,Homo sapiens,17806251,CHEMBL3889440,Cmax,2794.94,nM,CHEMBL3832069
INDOMETHACIN,CHEMBL6,CHEMBL372,Homo sapiens,17806253,CHEMBL3889440,Cmax,5589.87,nM,CHEMBL3832069
INDOMETHACIN,CHEMBL6,CHEMBL372,Homo sapiens,18131618,CHEMBL4029139,Cmax,25.0,nM,CHEMBL4028801
IRBESARTAN,CHEMBL1513,CHEMBL372,Homo sapiens,17806354,CHEMBL3889448,Cmax,3033.56,nM,CHEMBL3832036
IRBESARTAN,CHEMBL1513,CHEMBL372,Homo sapiens,18052141,CHEMBL4011675,Cmax,3505.0,nM,CHEMBL4011582
ISONIAZID,CHEMBL64,CHEMBL375,Mus musculus,1653374,CHEMBL859215,Cmax,280005833.45,nM,CHEMBL1140435
ISONIAZID,CHEMBL64,CHEMBL372,Homo sapiens,2498864,CHEMBL955455,Cmax,32813.18,nM,CHEMBL1143402
ISONIAZID,CHEMBL64,CHEMBL375,Mus musculus,2498977,CHEMBL938039,Cmax,22312.96,nM,CHEMBL1143402
ISONIAZID,CHEMBL64,CHEMBL614245,THP-1,5209787,CHEMBL1678961,Cmax,1.09,ug/10^6 cells,CHEMBL1671615
ISONIAZID,CHEMBL64,CHEMBL614245,THP-1,5209790,CHEMBL1678962,Cmax,1.31,ug/10^6 cells,CHEMBL1671615
ISONIAZID,CHEMBL64,CHEMBL612558,ADMET,5209795,CHEMBL1678965,Cmax,0.56,ug,CHEMBL1671615
ISONIAZID,CHEMBL64,CHEMBL612558,ADMET,5209796,CHEMBL1678966,Cmax,0.29,ug,CHEMBL1671615
ISONIAZID,CHEMBL64,CHEMBL613589,Plasma,5209799,CHEMBL1678967,Cmax,23625.49,nM,CHEMBL1671615
ISONIAZID,CHEMBL64,CHEMBL613589,Plasma,5209800,CHEMBL1678968,Cmax,17281.61,nM,CHEMBL1671615
ISONIAZID,CHEMBL64,CHEMBL376,Rattus norvegicus,10871596,CHEMBL2027194,Cmax,381580.87,nM,CHEMBL2021787
ISONIAZID,CHEMBL64,CHEMBL376,Rattus norvegicus,10871604,CHEMBL2027198,Cmax,2174420.3,nM,CHEMBL2021787
ISONIAZID,CHEMBL64,CHEMBL376,Rattus norvegicus,15644873,CHEMBL3590817,Cmax,98439.55,nM,CHEMBL3588789
ISONIAZID,CHEMBL64,CHEMBL372,Homo sapiens,16534928,CHEMBL3790832,Cmax,10062.71,nM,CHEMBL3785007
ISONIAZID,CHEMBL64,CHEMBL372,Homo sapiens,16534932,CHEMBL3790828,Cmax,60376.26,nM,CHEMBL3785007
ISONIAZID,CHEMBL64,CHEMBL372,Homo sapiens,16534937,CHEMBL3790823,Cmax,40761.27,nM,CHEMBL3785007
ISONIAZID,CHEMBL64,CHEMBL372,Homo sapiens,16534941,CHEMBL3790819,Cmax,35948.67,nM,CHEMBL3785007
ISONIAZID,CHEMBL64,CHEMBL372,Homo sapiens,16534946,CHEMBL3790814,Cmax,29094.36,nM,CHEMBL3785007
ISONIAZID,CHEMBL64,CHEMBL372,Homo sapiens,16534950,CHEMBL3790554,Cmax,41709.2,nM,CHEMBL3785007
ISOTRETINOIN,CHEMBL547,CHEMBL372,Homo sapiens,17805715,CHEMBL3889357,Cmax,0.862,ug.mL-1,CHEMBL3832029
ISOTRETINOIN,CHEMBL547,CHEMBL372,Homo sapiens,17805720,CHEMBL3889357,Cmax,0.301,ug.mL-1,CHEMBL3832029
ISOTRETINOIN,CHEMBL547,CHEMBL372,Homo sapiens,17805724,CHEMBL3889357,Cmax,0.5733,ug.mL-1,CHEMBL3832029
ISOTRETINOIN,CHEMBL547,CHEMBL372,Homo sapiens,17805729,CHEMBL3889358,Cmax,0.732,ug.mL-1,CHEMBL3832029
ISOTRETINOIN,CHEMBL547,CHEMBL372,Homo sapiens,18052130,CHEMBL4011675,Cmax,2870.0,nM,CHEMBL4011582
IVOSIDENIB,CHEMBL3989958,CHEMBL612558,ADMET,19282063,CHEMBL4409436,Cmax,2264.0,nM,CHEMBL4406857
KETAMINE,CHEMBL742,CHEMBL612558,ADMET,22482186,CHEMBL4687784,Cmax,7600.0,nM,CHEMBL4680282
ESKETAMINE,CHEMBL395091,CHEMBL612558,ADMET,22482189,CHEMBL4687786,Cmax,7.33,umol/Kg,CHEMBL4680282
KETOROLAC,CHEMBL469,CHEMBL376,Rattus norvegicus,2626193,CHEMBL961226,Cmax,1566.97,nM,CHEMBL1136962
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,2421651,CHEMBL964964,Cmax,0.00076,nM,CHEMBL1153837
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,2421652,CHEMBL964963,Cmax,0.004424,nM,CHEMBL1153837
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,2421653,CHEMBL964962,Cmax,0.00484,nM,CHEMBL1153837
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,2574927,CHEMBL991923,Cmax,17360.2,nM,CHEMBL1155135
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,2574934,CHEMBL991930,Cmax,16618.69,nM,CHEMBL1155135
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,2574942,CHEMBL991938,Cmax,9.83,pmol/10^6cells,CHEMBL1155135
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,2574948,CHEMBL991944,Cmax,9.91,pmol/10^6cells,CHEMBL1155135
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,5216099,CHEMBL1677100,Cmax,7415.16,nM,CHEMBL1671698
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,5216103,CHEMBL1677104,Cmax,5801.27,nM,CHEMBL1671698
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,5216106,CHEMBL1677107,Cmax,4274.62,nM,CHEMBL1671698
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,5216110,CHEMBL1677111,Cmax,8025.82,nM,CHEMBL1671698
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,5216114,CHEMBL1677115,Cmax,4841.66,nM,CHEMBL1671698
LAMIVUDINE,CHEMBL141,CHEMBL372,Homo sapiens,5216118,CHEMBL1677119,Cmax,9116.29,nM,CHEMBL1671698
LAMIVUDINE,CHEMBL141,CHEMBL376,Rattus norvegicus,15618046,CHEMBL3584275,Cmax,1195.15,nM,CHEMBL3580594
LAMIVUDINE,CHEMBL141,CHEMBL612558,ADMET,20677663,CHEMBL4622021,Cmax,31349.7,nM,CHEMBL4619799
LAMIVUDINE,CHEMBL141,CHEMBL612558,ADMET,20677674,CHEMBL4622032,Cmax,0.03,nM,CHEMBL4619799
LAMIVUDINE,CHEMBL141,CHEMBL612558,ADMET,20677677,CHEMBL4622035,Cmax,93.57,nM,CHEMBL4619799
LAMOTRIGINE,CHEMBL741,CHEMBL376,Rattus norvegicus,2344203,CHEMBL954021,Cmax,13666.54,nM,CHEMBL1150418
LAPATINIB,CHEMBL554,CHEMBL372,Homo sapiens,18052164,CHEMBL4011675,Cmax,4180.0,nM,CHEMBL4011582
LAPATINIB,CHEMBL554,CHEMBL612558,ADMET,19044237,CHEMBL4353442,Cmax,1470.0,nM,CHEMBL4350987
LEDIPASVIR,CHEMBL2374220,CHEMBL372,Homo sapiens,13926747,CHEMBL3122322,Cmax,242.0,nM,CHEMBL3120075
LEDIPASVIR,CHEMBL2374220,CHEMBL372,Homo sapiens,13926753,CHEMBL3122328,Cmax,133.0,nM,CHEMBL3120075
LEDIPASVIR,CHEMBL2374220,CHEMBL372,Homo sapiens,13926759,CHEMBL3122335,Cmax,82.2,nM,CHEMBL3120075
LEDIPASVIR,CHEMBL2374220,CHEMBL372,Homo sapiens,13926765,CHEMBL3122340,Cmax,21.3,nM,CHEMBL3120075
LEDIPASVIR,CHEMBL2374220,CHEMBL372,Homo sapiens,13926771,CHEMBL3122346,Cmax,6.75,nM,CHEMBL3120075
LETROZOLE,CHEMBL1444,CHEMBL372,Homo sapiens,17805430,CHEMBL3889332,Cmax,115.0,nM,CHEMBL3832547
LEUPROLIDE,CHEMBL1201199,CHEMBL375,Mus musculus,12060168,CHEMBL2154001,Cmax,157.1,nM,CHEMBL2150946
LEVAMISOLE,CHEMBL1454,CHEMBL373,Canis familiaris,15469746,CHEMBL3539354,Cmax,1.98,ug.mL-1,CHEMBL3526040
LEVAMISOLE,CHEMBL1454,CHEMBL373,Canis familiaris,15469747,CHEMBL3539353,Cmax,3.33,ug.mL-1,CHEMBL3526040
LEVAMISOLE,CHEMBL1454,CHEMBL372,Homo sapiens,15469748,CHEMBL3539352,Cmax,0.82,ug.mL-1,CHEMBL3526040
LEVAMISOLE,CHEMBL1454,CHEMBL372,Homo sapiens,15469749,CHEMBL3539351,Cmax,0.672,ug.mL-1,CHEMBL3526040
LEVAMISOLE,CHEMBL1454,CHEMBL372,Homo sapiens,15469750,CHEMBL3539350,Cmax,0.717,ug.mL-1,CHEMBL3526040
LEVODOPA,CHEMBL1009,CHEMBL375,Mus musculus,826517,CHEMBL626881,Cmax,1120.0,nM,CHEMBL1123485
LEVODOPA,CHEMBL1009,CHEMBL375,Mus musculus,826519,CHEMBL626881,Cmax,4730.0,nM,CHEMBL1123485
LEVODOPA,CHEMBL1009,CHEMBL375,Mus musculus,826521,CHEMBL623794,Cmax,16200.0,nM,CHEMBL1123485
LEVODOPA,CHEMBL1009,CHEMBL376,Rattus norvegicus,826523,CHEMBL623795,Cmax,52000.0,nM,CHEMBL1123485
LEVODOPA,CHEMBL1009,CHEMBL612558,ADMET,826525,CHEMBL623793,Cmax,9500.0,nM,CHEMBL1123485
LEVODOPA,CHEMBL1009,CHEMBL612558,ADMET,826527,CHEMBL626880,Cmax,8100.0,nM,CHEMBL1123485
LEVODOPA,CHEMBL1009,CHEMBL376,Rattus norvegicus,2248983,CHEMBL1010244,Cmax,28551.14,nM,CHEMBL1139364
LIDOCAINE,CHEMBL79,CHEMBL372,Homo sapiens,17806170,CHEMBL3889430,Cmax,512.08,nM,CHEMBL3832034
LIDOCAINE,CHEMBL79,CHEMBL372,Homo sapiens,17806172,CHEMBL3889430,Cmax,1194.85,nM,CHEMBL3832034
LIDOCAINE,CHEMBL79,CHEMBL372,Homo sapiens,17806184,CHEMBL3889432,Cmax,116.07,nM,CHEMBL3832085
LIDOCAINE,CHEMBL79,CHEMBL372,Homo sapiens,17806185,CHEMBL3889432,Cmax,134.42,nM,CHEMBL3832085
LIDOCAINE,CHEMBL79,CHEMBL372,Homo sapiens,17806186,CHEMBL3889432,Cmax,94.73,nM,CHEMBL3832085
LIDOCAINE,CHEMBL79,CHEMBL372,Homo sapiens,17806190,CHEMBL3889432,Cmax,70.41,nM,CHEMBL3832085
LINAGLIPTIN,CHEMBL237500,CHEMBL376,Rattus norvegicus,8037638,CHEMBL1954406,Cmax,21.0,nM,CHEMBL1949653
